,F12event,F11event,F10event,F9event,F8event,F7event,F6event,F5event,F4event,F3event,F2event,L0event,L1event,L2event,L3event,L4event,L5event,L6event
beta,0.12560286,0.09077794,0.04465599,0.08490823,0.04874456,0.042469,-0.03622487,0.07132449,0.03876948,0.03633715,0.01732191,-0.00560534,-0.1147625,-0.11063045,-0.15363379,-0.04215602,-0.16922077,-0.15103733
